1,0.07685459732219209,0.00994002577576287,0.05070810032910376
1,0.07652232558897262,0.010159629120474528,0.05146697908830321
1,0.0762213850904991,0.010438809437542834,0.05187349842272317
1,0.07627997438542486,0.010337464411180141,0.05235729128684695
1,0.07669005092120348,0.010005980067916807,0.05270555964139443
1,0.07632903668021954,0.010392806402290466,0.05320112080478933
1,0.07672044033874799,0.01011920522521882,0.05347058893480714
1,0.07697953409151972,0.009921960213205528,0.053569596811937514
1,0.07664055291316978,0.01033456119101201,0.053872870149980934
1,0.07716626584587923,0.01003779312283776,0.054479935606448114
30,0.0673749842756695,0.010579960928894922,0.07290577654380408
30,0.06684277803652906,0.01077589890038303,0.07213986948217685
30,0.06700801572368101,0.010612366959890434,0.07134329824970412
30,0.06778585483257728,0.010769540219331407,0.07125461601113504
30,0.06816468689213995,0.01029344694347716,0.07119359848860965
30,0.06794218798068831,0.010530087104863915,0.07177945171136135
30,0.06776292697177606,0.010595947969311686,0.07152168948305497
30,0.0681188096626699,0.01016240107504467,0.07159868618829533
30,0.06838192243574862,0.010313065135407348,0.0723040875373748
30,0.06930511787186085,0.01062751127576403,0.07240918417962061
50,0.08987805461701043,0.012672600231031185,0.09857885013065103
50,0.08890715516300164,0.011808940791754381,0.0929655526388093
50,0.08956370189732138,0.012069206626676621,0.09197607958043787
50,0.08882171905990124,0.011670551972412338,0.09147031772170654
50,0.087675099120061,0.01168509434633912,0.09070989692967191
50,0.08727134409867461,0.011538590256891364,0.0903790906537558
50,0.08694703018026904,0.011613518907273343,0.09052771566857183
50,0.08676388753219855,0.01165889462266248,0.09337448382059721
50,0.08628865979930596,0.011573250391691634,0.09182203581262692
50,0.086077085236987,0.011545819706216353,0.08969829964709697
